,vazao
2025-06-01 00:00:00,0.9625125369350647
2025-06-01 00:15:00,0.5362874843118712
2025-06-01 00:30:00,0.0
2025-06-01 00:45:00,0.14380014482228712
2025-06-01 01:00:00,0.46353523699876353
2025-06-01 01:15:00,0.1373702931002261
2025-06-01 01:30:00,0.07878398492150726
2025-06-01 01:45:00,0.4281840187440148
2025-06-01 02:00:00,0.4736362327102962
2025-06-01 02:15:00,0.6363147387908566
2025-06-01 02:30:00,0.0010402590323528305
2025-06-01 02:45:00,0.3046925566498974
2025-06-01 03:00:00,0.08507210187628073
2025-06-01 03:15:00,0.4514615111601281
2025-06-01 03:30:00,0.0
2025-06-01 03:45:00,1.258805805313665
2025-06-01 04:00:00,0.0
2025-06-01 04:15:00,1.0824409934845431
2025-06-01 04:30:00,0.026356033088351716
2025-06-01 04:45:00,0.3603977643608829
2025-06-01 05:00:00,1.0540398864577774
2025-06-01 05:15:00,0.9648899561874371
2025-06-01 05:30:00,0.9393447689183694
2025-06-01 05:45:00,0.0
2025-06-01 06:00:00,7.887325556831982
2025-06-01 06:15:00,10.083800557891783
2025-06-01 06:30:00,9.896505104364955
2025-06-01 06:45:00,8.730840971077868
2025-06-01 07:00:00,16.733888245817546
2025-06-01 07:15:00,17.341754674766985
2025-06-01 07:30:00,17.578594180691322
2025-06-01 07:45:00,16.951008159409938
2025-06-01 08:00:00,11.140259522775779
2025-06-01 08:15:00,11.447296787789293
2025-06-01 08:30:00,12.12810196292537
2025-06-01 08:45:00,11.927397081329957
2025-06-01 09:00:00,6.322345251284848
2025-06-01 09:15:00,6.310379694750299
2025-06-01 09:30:00,5.520234088058263
2025-06-01 09:45:00,6.770047054608551
2025-06-01 10:00:00,4.738237182228284
2025-06-01 10:15:00,4.054179050101171
2025-06-01 10:30:00,4.850018581526383
2025-06-01 10:45:00,4.887248624547406
2025-06-01 11:00:00,8.485245450388357
2025-06-01 11:15:00,7.021667420488557
2025-06-01 11:30:00,8.440985568937363
2025-06-01 11:45:00,7.977504684124632
2025-06-01 12:00:00,13.39263814299916
2025-06-01 12:15:00,13.582710778707627
2025-06-01 12:30:00,13.500867145707398
2025-06-01 12:45:00,13.156843386426909
2025-06-01 13:00:00,11.521101111820062
2025-06-01 13:15:00,11.695939644280946
2025-06-01 13:30:00,12.832403281924918
2025-06-01 13:45:00,11.77795598748857
2025-06-01 14:00:00,3.5877688330477437
2025-06-01 14:15:00,4.251744249725324
2025-06-01 14:30:00,4.510762373519408
2025-06-01 14:45:00,4.384650825996088
2025-06-01 15:00:00,1.791487489802606
2025-06-01 15:15:00,0.9383153686472723
2025-06-01 15:30:00,1.7474124638738284
2025-06-01 15:45:00,2.33768450634478
2025-06-01 16:00:00,3.1213946946614417
2025-06-01 16:15:00,2.017819041716564
2025-06-01 16:30:00,1.6211268747097225
2025-06-01 16:45:00,3.0083830131986735
2025-06-01 17:00:00,4.697002906806594
2025-06-01 17:15:00,5.231308094046594
2025-06-01 17:30:00,4.4314608787592595
2025-06-01 17:45:00,6.164472219614276
2025-06-01 18:00:00,10.469232174114104
2025-06-01 18:15:00,10.073291717466834
2025-06-01 18:30:00,10.890856091178028
2025-06-01 18:45:00,10.489579796541253
2025-06-01 19:00:00,20.65096827588243
2025-06-01 19:15:00,20.999040492313544
2025-06-01 19:30:00,21.265703226380964
2025-06-01 19:45:00,20.953996095184987
2025-06-01 20:00:00,19.05389137279116
2025-06-01 20:15:00,18.57714834048267
2025-06-01 20:30:00,18.965363496978835
2025-06-01 20:45:00,17.366357035795627
2025-06-01 21:00:00,9.451861088190215
2025-06-01 21:15:00,9.547893713200656
2025-06-01 21:30:00,9.280305318594499
2025-06-01 21:45:00,9.2571149986013
2025-06-01 22:00:00,6.063586729496036
2025-06-01 22:15:00,4.3968456922509125
2025-06-01 22:30:00,4.577764500800068
